word,word_cnt_all,word_cnt_sentence,idf
権利関係,1.0,1.0,9.90598676523643
聴ける,7.0,7.0,7.960076616181116
うおっ,1.0,1.0,9.90598676523643
スクウェア・エニックス,18.0,14.0,7.26692943562117
Emotion,5.0,4.0,8.519692404116538
音楽三昧,1.0,1.0,9.90598676523643
AUDIO,3.0,2.0,9.212839584676484
スクエニ,14.0,8.0,7.826545223556593
ぶっこ,15.0,7.0,7.960076616181116
play,20.0,8.0,7.826545223556593
裁量,5.0,4.0,8.519692404116538
悪ふざけ,9.0,8.0,7.826545223556593
偽,15.0,13.0,7.341037407774893
アプリサイト,2.0,2.0,9.212839584676484
即刻,5.0,4.0,8.519692404116538
⁺,1.0,1.0,9.90598676523643
ですぅ。,1.0,1.0,9.90598676523643
ˈ,1.0,1.0,9.90598676523643
̴̤,1.0,1.0,9.90598676523643
ॣ,1.0,1.0,9.90598676523643
⁼,1.0,1.0,9.90598676523643
‧*,1.0,1.0,9.90598676523643
散り,5.0,3.0,8.80737447656832
ෆ˚,1.0,1.0,9.90598676523643
*‧♪(,1.0,1.0,9.90598676523643
夜桜,4.0,2.0,9.212839584676484
満員,13.0,12.0,7.421080115448429
(>_<),1.0,1.0,9.90598676523643
感知,18.0,11.0,7.508091492438059
̫,1.0,1.0,9.90598676523643
100本,5.0,5.0,8.296548852802328
14種,10.0,6.0,8.114227296008375
空耳,1.0,1.0,9.90598676523643
ポーション,9.0,8.0,7.826545223556593
（`,1.0,1.0,9.90598676523643
④「,1.0,1.0,9.90598676523643
♪〜,1.0,1.0,9.90598676523643
⑤「,1.0,1.0,9.90598676523643
ムライス,1.0,1.0,9.90598676523643
寒天,2.0,2.0,9.212839584676484
ハーブティ,2.0,2.0,9.212839584676484
ガチムチホットドッグ,1.0,1.0,9.90598676523643
。①「,1.0,1.0,9.90598676523643
フランクフルト,8.0,6.0,8.114227296008375
野,4.0,4.0,8.519692404116538
ホットドッグ,1.0,1.0,9.90598676523643
⑥「,1.0,1.0,9.90598676523643
海老カツ,1.0,1.0,9.90598676523643
作ってみた,19.0,13.0,7.341037407774893
金色,17.0,11.0,7.508091492438059
141,3.0,3.0,8.80737447656832
ホイホイ,3.0,3.0,8.80737447656832
模,17.0,17.0,7.072773421180213
すっぽん,16.0,4.0,8.519692404116538
シャキーン,1.0,1.0,9.90598676523643
ビリー・ヘリントン,1.0,1.0,9.90598676523643
予価,6.0,5.0,8.296548852802328
ショボーン,1.0,1.0,9.90598676523643
サンド,14.0,10.0,7.603401672242383
オ,2.0,2.0,9.212839584676484
マムシ,1.0,1.0,9.90598676523643
回復アイテム,1.0,1.0,9.90598676523643
オムライス,5.0,4.0,8.519692404116538
降り立つ,3.0,3.0,8.80737447656832
あんかけチャーハン,1.0,1.0,9.90598676523643
タルタルソース,1.0,1.0,9.90598676523643
⑦「,1.0,1.0,9.90598676523643
青き,1.0,1.0,9.90598676523643
アスキーアート,1.0,1.0,9.90598676523643
兄貴,6.0,6.0,8.114227296008375
再生回数,23.0,18.0,7.015615007340265
杏仁豆腐,1.0,1.0,9.90598676523643
かき氷,5.0,5.0,8.296548852802328
千本桜,1.0,1.0,9.90598676523643
焼き鳥,8.0,3.0,8.80737447656832
THE_IDOLM@STER,1.0,1.0,9.90598676523643
⑨「,1.0,1.0,9.90598676523643
Bad,4.0,4.0,8.519692404116538
第7話,10.0,10.0,7.603401672242383
ニワトリ,8.0,3.0,8.80737447656832
⑪「,1.0,1.0,9.90598676523643
⑭「,1.0,1.0,9.90598676523643
レーズン,3.0,3.0,8.80737447656832
ニワンゴ,19.0,16.0,7.133398042996648
黒うさP,1.0,1.0,9.90598676523643
⑬「,1.0,1.0,9.90598676523643
ボカロソング,1.0,1.0,9.90598676523643
東方Project,1.0,1.0,9.90598676523643
大胆不敵,2.0,2.0,9.212839584676484
⑫「,1.0,1.0,9.90598676523643
とさか,1.0,1.0,9.90598676523643
。⑧「,1.0,1.0,9.90598676523643
⑩「,1.0,1.0,9.90598676523643
ニコニコテレビちゃん,1.0,1.0,9.90598676523643
高槻,5.0,3.0,8.80737447656832
自明,2.0,2.0,9.212839584676484
動,9.0,7.0,7.960076616181116
足りる,2.0,2.0,9.212839584676484
シューティングゲーム,13.0,8.0,7.826545223556593
らっきょう,1.0,1.0,9.90598676523643
カレーライス,4.0,3.0,8.80737447656832
〜♪」。,1.0,1.0,9.90598676523643
なて,1.0,1.0,9.90598676523643
300万,26.0,17.0,7.072773421180213
清涼飲料水,2.0,2.0,9.212839584676484
1448,1.0,1.0,9.90598676523643
神曲,1.0,1.0,9.90598676523643
アニメ版,5.0,5.0,8.296548852802328
名曲,24.0,21.0,6.861464327513007
アイマス,1.0,1.0,9.90598676523643
ハイカラ,1.0,1.0,9.90598676523643
餅,5.0,4.0,8.519692404116538
アップルパイ,3.0,2.0,9.212839584676484
ポリカーボネート,6.0,6.0,8.114227296008375
123,7.0,6.0,8.114227296008375
共鳴,14.0,7.0,7.960076616181116
dB,3.0,3.0,8.80737447656832
金管楽器,1.0,1.0,9.90598676523643
113,9.0,8.0,7.826545223556593
ラバー,9.0,7.0,7.960076616181116
DOCK,2.0,2.0,9.212839584676484
拡声器,2.0,2.0,9.212839584676484
バックロードホーン,1.0,1.0,9.90598676523643
切り込み,7.0,5.0,8.296548852802328
Amplifier,2.0,2.0,9.212839584676484
プレーヤ,2.0,2.0,9.212839584676484
噛み合う,1.0,1.0,9.90598676523643
開口部,3.0,3.0,8.80737447656832
ホーン,1.0,1.0,9.90598676523643
トランペット,3.0,2.0,9.212839584676484
逃走,10.0,7.0,7.960076616181116
300万人,7.0,7.0,7.960076616181116
杉浦隆幸,2.0,2.0,9.212839584676484
lumin,8.0,3.0,8.80737447656832
代表取締役社長,24.0,19.0,6.961547786069989
ネットエージェント,3.0,3.0,8.80737447656832
ハンドル,39.0,21.0,6.861464327513007
1350,2.0,2.0,9.212839584676484
C1,5.0,4.0,8.519692404116538
戻せる,8.0,8.0,7.826545223556593
294,1.0,1.0,9.90598676523643
R1,15.0,12.0,7.421080115448429
好んで,1.0,1.0,9.90598676523643
借入金,2.0,2.0,9.212839584676484
欧州連合,1.0,1.0,9.90598676523643
700兆円,1.0,1.0,9.90598676523643
債務残高,1.0,1.0,9.90598676523643
南欧,1.0,1.0,9.90598676523643
日本国債,1.0,1.0,9.90598676523643
両国,9.0,8.0,7.826545223556593
書きたて,1.0,1.0,9.90598676523643
1.3倍,2.0,2.0,9.212839584676484
野田内閣,4.0,3.0,8.80737447656832
二の舞,1.0,1.0,9.90598676523643
負債,6.0,6.0,8.114227296008375
念頭,4.0,4.0,8.519692404116538
国内総生産,3.0,3.0,8.80737447656832
オススメアプリ,10.0,10.0,7.603401672242383
財政赤字,2.0,2.0,9.212839584676484
Europe,3.0,2.0,9.212839584676484
毎秒,6.0,4.0,8.519692404116538
Debt,1.0,1.0,9.90598676523643
通貨,47.0,16.0,7.133398042996648
厳密,13.0,13.0,7.341037407774893
動線,2.0,2.0,9.212839584676484
ipad,3.0,3.0,8.80737447656832
パケット通信,97.0,41.0,6.192414698532121
脱藩,1.0,1.0,9.90598676523643
沿線,2.0,2.0,9.212839584676484
wifi,1.0,1.0,9.90598676523643
トラフィック,4.0,4.0,8.519692404116538
転げ落ち,3.0,3.0,8.80737447656832
あやしく,1.0,1.0,9.90598676523643
気が付い,6.0,6.0,8.114227296008375
52分,3.0,3.0,8.80737447656832
しっか,1.0,1.0,9.90598676523643
つぶやけ,4.0,4.0,8.519692404116538
自作自演,6.0,3.0,8.80737447656832
チャリ走,1.0,1.0,9.90598676523643
Email,7.0,6.0,8.114227296008375
Twitterアカウント,40.0,30.0,6.504789383574273
ContactsContract,1.0,1.0,9.90598676523643
太郎,6.0,5.0,8.296548852802328
19時,21.0,18.0,7.015615007340265
スク水,1.0,1.0,9.90598676523643
いびき,4.0,3.0,8.80737447656832
誰だ,20.0,20.0,6.910254491682439
騎士,21.0,13.0,7.341037407774893
〜。_.,1.0,1.0,9.90598676523643
スヌーピー,1.0,1.0,9.90598676523643
getLine,1.0,1.0,9.90598676523643
列伝,3.0,2.0,9.212839584676484
hamunaruka,1.0,1.0,9.90598676523643
衆,3.0,2.0,9.212839584676484
メガ盛り,6.0,5.0,8.296548852802328
うまい棒,12.0,7.0,7.960076616181116
K-ON,1.0,1.0,9.90598676523643
FC2動画,1.0,1.0,9.90598676523643
桃太郎電鉄,1.0,1.0,9.90598676523643
逢っ,3.0,3.0,8.80737447656832
29分,5.0,4.0,8.519692404116538
ぴよ,2.0,2.0,9.212839584676484
16種,5.0,3.0,8.80737447656832
CommonDataKinds,1.0,1.0,9.90598676523643
周知徹底,1.0,1.0,9.90598676523643
59分,7.0,5.0,8.296548852802328
tsunakan,1.0,1.0,9.90598676523643
21分,2.0,2.0,9.212839584676484
つくろ,9.0,7.0,7.960076616181116
ReAnalysis,1.0,1.0,9.90598676523643
合法,8.0,6.0,8.114227296008375
androidjp,1.0,1.0,9.90598676523643
推敲,1.0,1.0,9.90598676523643
連打,7.0,7.0,7.960076616181116
ヘッドライン,2.0,2.0,9.212839584676484
証拠保全,1.0,1.0,9.90598676523643
魔界村,1.0,1.0,9.90598676523643
編集担当,4.0,4.0,8.519692404116538
電凸,1.0,1.0,9.90598676523643
ギャングハウンド,1.0,1.0,9.90598676523643
ウォーリーを探せ,1.0,1.0,9.90598676523643
けいおん,2.0,2.0,9.212839584676484
();_,1.0,1.0,9.90598676523643
記事化,3.0,3.0,8.80737447656832
MOVIE,541.0,409.0,3.892271609193627
空手,42.0,25.0,6.687110940368228
時系列,8.0,8.0,7.826545223556593
AppLab,1.0,1.0,9.90598676523643
チョップ,9.0,4.0,8.519692404116538
御苦労さま,3.0,2.0,9.212839584676484
午前9時,13.0,11.0,7.508091492438059
視力回復,1.0,1.0,9.90598676523643
お手数,61.0,54.0,5.917002718672155
ストリート,30.0,24.0,6.727932934888484
速報性,2.0,2.0,9.212839584676484
東京都写真美術館,7.0,5.0,8.296548852802328
ロベール・ドアノー,1.0,1.0,9.90598676523643
エ,3.0,3.0,8.80737447656832
記念写真,15.0,13.0,7.341037407774893
ロベール,1.0,1.0,9.90598676523643
報道写真,5.0,3.0,8.80737447656832
ファッション写真,3.0,3.0,8.80737447656832
Chevalier,1.0,1.0,9.90598676523643
レジオンドヌール勲章,1.0,1.0,9.90598676523643
1984年,19.0,16.0,7.133398042996648
授与,21.0,16.0,7.133398042996648
生誕,67.0,46.0,6.077345368747334
嵐の前の静けさ,1.0,1.0,9.90598676523643
取り上げよ,1.0,1.0,9.90598676523643
フェスイベント,3.0,2.0,9.212839584676484
うまかっ,3.0,3.0,8.80737447656832
騒がしかっ,1.0,1.0,9.90598676523643
脳波,22.0,14.0,7.26692943562117
五,22.0,20.0,6.910254491682439
猫耳,5.0,3.0,8.80737447656832
騒がしく,3.0,3.0,8.80737447656832
(#^.^#),4.0,4.0,8.519692404116538
♪(*´∀｀*),1.0,1.0,9.90598676523643
(n‘∀‘)η,4.0,3.0,8.80737447656832
手つけ,1.0,1.0,9.90598676523643
販売中,28.0,25.0,6.687110940368228
MMD動画,6.0,6.0,8.114227296008375
アキバページ,2.0,2.0,9.212839584676484
ascii.jp,3.0,3.0,8.80737447656832
ピクチャーフォルダー,1.0,1.0,9.90598676523643
295,1.0,1.0,9.90598676523643
金具,4.0,4.0,8.519692404116538
合成,106.0,58.0,5.84554375469001
デジタル放送,7.0,7.0,7.960076616181116
映像配信,7.0,6.0,8.114227296008375
Player,87.0,19.0,6.961547786069989
手引き,4.0,3.0,8.80737447656832
mAgicTV,5.0,2.0,9.212839584676484
110度CSデジタル放送,6.0,4.0,8.519692404116538
ロープロファイル,3.0,2.0,9.212839584676484
Gyao,2.0,2.0,9.212839584676484
DigiOn,2.0,2.0,9.212839584676484
P/X,18.0,3.0,8.80737447656832
Stream,2.0,2.0,9.212839584676484
NOTTV,226.0,119.0,5.1268632721249
特集番組,7.0,2.0,9.212839584676484
15倍,6.0,5.0,8.296548852802328
レンタルショップ,1.0,1.0,9.90598676523643
H.264,21.0,7.0,7.960076616181116
ドライバー,130.0,50.0,5.993963759808283
Hulu,136.0,44.0,6.121797131318168
直ぐ,7.0,7.0,7.960076616181116
MV,20.0,5.0,8.296548852802328
REC,17.0,5.0,8.296548852802328
B-CAS,27.0,9.0,7.708762187900209
TVPlayer,1.0,1.0,9.90598676523643
!、,1.0,1.0,9.90598676523643
トランスコード,4.0,3.0,8.80737447656832
HR,5.0,4.0,8.519692404116538
AVC,4.0,4.0,8.519692404116538
インストールサポートソフト,4.0,3.0,8.80737447656832
共用,11.0,8.0,7.826545223556593
110度CSデジタル,14.0,10.0,7.603401672242383
CS,43.0,25.0,6.687110940368228
花弁,3.0,3.0,8.80737447656832
目黒川,5.0,3.0,8.80737447656832
神田川,10.0,4.0,8.519692404116538
大岡川,2.0,2.0,9.212839584676484
横浜,119.0,61.0,5.795112901063118
デュアルディスプレイ,2.0,2.0,9.212839584676484
用例,1.0,1.0,9.90598676523643
工具,10.0,8.0,7.826545223556593
オールインワン,31.0,27.0,6.6101498992321
Workstation,1.0,1.0,9.90598676523643
Elite,3.0,2.0,9.212839584676484
スタビリティ,2.0,2.0,9.212839584676484
GPGPU,1.0,1.0,9.90598676523643
Compaq,2.0,2.0,9.212839584676484
Quadro,1.0,1.0,9.90598676523643
部材,5.0,5.0,8.296548852802328
詰め込む,2.0,2.0,9.212839584676484
AIO,3.0,3.0,8.80737447656832
TouchSmart,1.0,1.0,9.90598676523643
CG,77.0,54.0,5.917002718672155
Omni,2.0,2.0,9.212839584676484
CAD,1.0,1.0,9.90598676523643
Educational,1.0,1.0,9.90598676523643
パレットアイコン,1.0,1.0,9.90598676523643
Touch,30.0,19.0,6.961547786069989
ぬりえ,1.0,1.0,9.90598676523643
Backgrounds,1.0,1.0,9.90598676523643
fill,1.0,1.0,9.90598676523643
塗りつぶさ,1.0,1.0,9.90598676523643
ぬれ,1.0,1.0,9.90598676523643
Album,5.0,5.0,8.296548852802328
お絵描き,8.0,6.0,8.114227296008375
Princess,1.0,1.0,9.90598676523643
ぬり絵,1.0,1.0,9.90598676523643
塗りつぶし,2.0,2.0,9.212839584676484
パレット,37.0,16.0,7.133398042996648
とお子,1.0,1.0,9.90598676523643
塗り絵,2.0,2.0,9.212839584676484
左下,31.0,30.0,6.504789383574273
城,19.0,17.0,7.072773421180213
線画,1.0,1.0,9.90598676523643
Freehand,1.0,1.0,9.90598676523643
お絵かき,17.0,8.0,7.826545223556593
Fairy,1.0,1.0,9.90598676523643
色彩感覚,1.0,1.0,9.90598676523643
絵の具,8.0,6.0,8.114227296008375
つづき,2.0,2.0,9.212839584676484
ビルゲイツ,1.0,1.0,9.90598676523643
)③,1.0,1.0,9.90598676523643
名乗り,3.0,3.0,8.80737447656832
スティーブ,26.0,12.0,7.421080115448429
♪(_´▽｀),1.0,1.0,9.90598676523643
後中,1.0,1.0,9.90598676523643
24位,3.0,3.0,8.80737447656832
効果音,10.0,9.0,7.708762187900209
ならべ,4.0,2.0,9.212839584676484
二色,4.0,4.0,8.519692404116538
ルミネス,1.0,1.0,9.90598676523643
正方形,8.0,7.0,7.960076616181116
申告,8.0,8.0,7.826545223556593
選挙区,1.0,1.0,9.90598676523643
津田大介,10.0,6.0,8.114227296008375
違法ダウンロード,33.0,11.0,7.508091492438059
見限る,1.0,1.0,9.90598676523643
捜査機関,3.0,3.0,8.80737447656832
自民,5.0,4.0,8.519692404116538
奏し,5.0,5.0,8.296548852802328
懲役,7.0,6.0,8.114227296008375
違法サイト,1.0,1.0,9.90598676523643
著作者,3.0,2.0,9.212839584676484
著作権者,1.0,1.0,9.90598676523643
音楽業界,6.0,6.0,8.114227296008375
津田氏,4.0,3.0,8.80737447656832
脅かす,14.0,13.0,7.341037407774893
tsuda,2.0,2.0,9.212839584676484
ロビー活動,1.0,1.0,9.90598676523643
罰則,22.0,9.0,7.708762187900209
親告罪,1.0,1.0,9.90598676523643
小倉弁護士,2.0,2.0,9.212839584676484
改正,36.0,16.0,7.133398042996648
縛る,1.0,1.0,9.90598676523643
着手,12.0,12.0,7.421080115448429
民主,5.0,4.0,8.519692404116538
無許可,27.0,10.0,7.603401672242383
有権者,7.0,5.0,8.296548852802328
エラ,3.0,3.0,8.80737447656832
刑罰,34.0,13.0,7.341037407774893
許可なく,5.0,4.0,8.519692404116538
音楽界,2.0,2.0,9.212839584676484
公明,3.0,3.0,8.80737447656832
イ人,2.0,2.0,9.212839584676484
佐藤秀峰,1.0,1.0,9.90598676523643
押収,12.0,9.0,7.708762187900209
刑事罰,3.0,3.0,8.80737447656832
容疑,36.0,25.0,6.687110940368228
差押え,1.0,1.0,9.90598676523643
洗いざらい,1.0,1.0,9.90598676523643
邦楽,8.0,7.0,7.960076616181116
小倉秀夫,1.0,1.0,9.90598676523643
銘じよ,1.0,1.0,9.90598676523643
Relations,1.0,1.0,9.90598676523643
IR情報,1.0,1.0,9.90598676523643
証券アナリスト,4.0,3.0,8.80737447656832
iBooks,1.0,1.0,9.90598676523643
Investor,1.0,1.0,9.90598676523643
shelf,1.0,1.0,9.90598676523643
財務,5.0,5.0,8.296548852802328
経営戦略,1.0,1.0,9.90598676523643
巡回,3.0,3.0,8.80737447656832
企業サイト,2.0,2.0,9.212839584676484
カ年,1.0,1.0,9.90598676523643
青空文庫,4.0,3.0,8.80737447656832
ロードサービス,6.0,3.0,8.80737447656832
BOOKS,1.0,1.0,9.90598676523643
読みこなし,1.0,1.0,9.90598676523643
有価証券報告書,1.0,1.0,9.90598676523643
企業名,7.0,4.0,8.519692404116538
東京マラソン2012,2.0,2.0,9.212839584676484
525円,23.0,17.0,7.072773421180213
1か月,23.0,22.0,6.814944311878113
藤原新,11.0,6.0,8.114227296008375
スポンサー,36.0,21.0,6.861464327513007
ふじわら,1.0,1.0,9.90598676523643
出場権,9.0,9.0,7.708762187900209
ニコ厨,4.0,3.0,8.80737447656832
プレアカ,1.0,1.0,9.90598676523643
アカ,2.0,2.0,9.212839584676484
プレ,14.0,12.0,7.421080115448429
食らわ,1.0,1.0,9.90598676523643
あらた,2.0,2.0,9.212839584676484
1680円,3.0,3.0,8.80737447656832
がんばれニッポン,2.0,2.0,9.212839584676484
マネージメント,12.0,10.0,7.603401672242383
藤原,32.0,8.0,7.826545223556593
90日,4.0,4.0,8.519692404116538
パケホーダイダブル,2.0,2.0,9.212839584676484
410円,5.0,4.0,8.519692404116538
MMS,16.0,13.0,7.341037407774893
ルータ,35.0,14.0,7.26692943562117
イーモバイル,4.0,3.0,8.80737447656832
4410円,1.0,1.0,9.90598676523643
iPhone3GS,8.0,3.0,8.80737447656832
パケットし放題,8.0,7.0,7.960076616181116
Docomo,1.0,1.0,9.90598676523643
変更し,5.0,5.0,8.296548852802328
C4,2.0,2.0,9.212839584676484
オンリー,6.0,4.0,8.519692404116538
272円,1.0,1.0,9.90598676523643
ww,38.0,35.0,6.350638703747016
巡らし,1.0,1.0,9.90598676523643
985円,4.0,3.0,8.80737447656832
029,2.0,2.0,9.212839584676484
Wimax,2.0,2.0,9.212839584676484
1029円,1.0,1.0,9.90598676523643
1420円,1.0,1.0,9.90598676523643
通学,20.0,17.0,7.072773421180213
村民,3.0,2.0,9.212839584676484
乱発,1.0,1.0,9.90598676523643
東海村,5.0,5.0,8.296548852802328
孤軍,2.0,2.0,9.212839584676484
風化,1.0,1.0,9.90598676523643
聞き出し,4.0,4.0,8.519692404116538
君臨,21.0,20.0,6.910254491682439
村長,8.0,7.0,7.960076616181116
脱原発,27.0,14.0,7.26692943562117
聞,1.0,1.0,9.90598676523643
原爆投下,1.0,1.0,9.90598676523643
力添え,2.0,2.0,9.212839584676484
首長,5.0,5.0,8.296548852802328
5.4m,1.0,1.0,9.90598676523643
1色,28.0,25.0,6.687110940368228
部分的,6.0,6.0,8.114227296008375
馴染ま,9.0,8.0,7.826545223556593
い色,5.0,4.0,8.519692404116538
296,2.0,2.0,9.212839584676484
背景色,8.0,8.0,7.826545223556593
クリップアート,10.0,4.0,8.519692404116538
シミュレーション,29.0,16.0,7.133398042996648
消費者ローン,1.0,1.0,9.90598676523643
新聞記事,8.0,7.0,7.960076616181116
複利,8.0,6.0,8.114227296008375
積み立て,1.0,1.0,9.90598676523643
欧州諸国,2.0,2.0,9.212839584676484
利回り,7.0,3.0,8.80737447656832
アインシュタイン,8.0,7.0,7.960076616181116
iCompaund,7.0,6.0,8.114227296008375
元本,2.0,2.0,9.212839584676484
上乗せ,19.0,6.0,8.114227296008375
一定の効果,1.0,1.0,9.90598676523643
賛否,38.0,37.0,6.295068852592205
あずかり,1.0,1.0,9.90598676523643
①』■,1.0,1.0,9.90598676523643
MIAU,10.0,3.0,8.80737447656832
乱用,3.0,3.0,8.80737447656832
文部,2.0,2.0,9.212839584676484
4月17日,11.0,11.0,7.508091492438059
内閣提出法案,1.0,1.0,9.90598676523643
与野党,2.0,2.0,9.212839584676484
川内,15.0,4.0,8.519692404116538
議員立法,1.0,1.0,9.90598676523643
川内博史,2.0,2.0,9.212839584676484
部会,1.0,1.0,9.90598676523643
ペンディング,6.0,4.0,8.519692404116538
座長,2.0,2.0,9.212839584676484
苦慮,2.0,2.0,9.212839584676484
先送り,3.0,3.0,8.80737447656832
参考人質疑,1.0,1.0,9.90598676523643
林久美子,1.0,1.0,9.90598676523643
たのむ,2.0,2.0,9.212839584676484
森ゆうこ,1.0,1.0,9.90598676523643
うちとけ,2.0,2.0,9.212839584676484
350円,19.0,18.0,7.015615007340265
図解,2.0,2.0,9.212839584676484
ハウツー本,1.0,1.0,9.90598676523643
新入学,1.0,1.0,9.90598676523643
＾_┐）┐,2.0,2.0,9.212839584676484
┌（┌_＾,3.0,2.0,9.212839584676484
┌（┌_＾o＾）┐ホモォ,2.0,2.0,9.212839584676484
o,27.0,14.0,7.26692943562117
3次元,4.0,4.0,8.519692404116538
110,47.0,33.0,6.4094792037699495
飛び越え,5.0,4.0,8.519692404116538
＾）┐,3.0,2.0,9.212839584676484
┌（＾,2.0,2.0,9.212839584676484
ホモォ,5.0,2.0,9.212839584676484
風量,5.0,3.0,8.80737447656832
ハイスペ,3.0,3.0,8.80737447656832
777,3.0,3.0,8.80737447656832
Vol,5.0,5.0,8.296548852802328
回転数,9.0,6.0,8.114227296008375
4月25日,17.0,17.0,7.072773421180213
ダレス,1.0,1.0,9.90598676523643
905,10.0,3.0,8.80737447656832
ミール,1.0,1.0,9.90598676523643
フライト,19.0,15.0,7.197936564134219
39回,3.0,3.0,8.80737447656832
万感,1.0,1.0,9.90598676523643
8月30日,41.0,19.0,6.961547786069989
総一,1.0,1.0,9.90598676523643
搭乗,13.0,10.0,7.603401672242383
国立航空宇宙博物館,1.0,1.0,9.90598676523643
ワシントンD.C.,1.0,1.0,9.90598676523643
252人,2.0,2.0,9.212839584676484
星出彰彦,1.0,1.0,9.90598676523643
ドッキング,12.0,9.0,7.708762187900209
365日間,1.0,1.0,9.90598676523643
国際空港,2.0,2.0,9.212839584676484
改造機,1.0,1.0,9.90598676523643
ディスカバリー,1.0,1.0,9.90598676523643
ISS,1.0,1.0,9.90598676523643
若田光一,5.0,5.0,8.296548852802328
輸送,13.0,10.0,7.603401672242383
ハッブル宇宙望遠鏡,1.0,1.0,9.90598676523643
輸送機,1.0,1.0,9.90598676523643
退役,2.0,2.0,9.212839584676484
向井千秋,1.0,1.0,9.90598676523643
ディスカバリー号,1.0,1.0,9.90598676523643
宇宙飛行,1.0,1.0,9.90598676523643
シャトル,2.0,2.0,9.212839584676484
USTREAM,21.0,14.0,7.26692943562117
ボーイング747,1.0,1.0,9.90598676523643
衛星,23.0,14.0,7.26692943562117
ケネディ宇宙センター,1.0,1.0,9.90598676523643
スペースシャトル,1.0,1.0,9.90598676523643
山崎直子,1.0,1.0,9.90598676523643
日本人宇宙飛行士,1.0,1.0,9.90598676523643
ウドヴァーヘイジー・センター,1.0,1.0,9.90598676523643
野口,3.0,2.0,9.212839584676484
別館,1.0,1.0,9.90598676523643
名実,13.0,13.0,7.341037407774893
帰還,26.0,16.0,7.133398042996648
機体,6.0,6.0,8.114227296008375
トビー,1.0,1.0,9.90598676523643
インタラクティブ,11.0,10.0,7.603401672242383
ディスカッション,5.0,5.0,8.296548852802328
デモンストレーション,20.0,15.0,7.197936564134219
情報システム,3.0,3.0,8.80737447656832
デジタルサイネージ,11.0,6.0,8.114227296008375
陣取りゲーム,1.0,1.0,9.90598676523643
盤面,1.0,1.0,9.90598676523643
デュオモードシンプル,1.0,1.0,9.90598676523643
ゲーム性,1.0,1.0,9.90598676523643
Blokus,1.0,1.0,9.90598676523643
陣取り,1.0,1.0,9.90598676523643
ブロックス,1.0,1.0,9.90598676523643
21枚,1.0,1.0,9.90598676523643
ボードゲーム,2.0,2.0,9.212839584676484
陣地,1.0,1.0,9.90598676523643
クラシック,52.0,34.0,6.379626240620268
19位,4.0,4.0,8.519692404116538
Berryz工房×℃-ute,1.0,1.0,9.90598676523643
ハロープロジェクト,4.0,4.0,8.519692404116538
コード進行,1.0,1.0,9.90598676523643
スーパーアイドル,2.0,2.0,9.212839584676484
2曲,13.0,12.0,7.421080115448429
大滝詠一,1.0,1.0,9.90598676523643
ブログエントリー,2.0,2.0,9.212839584676484
4t,2.0,2.0,9.212839584676484
つんく♂,18.0,8.0,7.826545223556593
戦える,13.0,13.0,7.341037407774893
FUN,4.0,2.0,9.212839584676484
happiness,2.0,2.0,9.212839584676484
Because,5.0,3.0,8.80737447656832
種明かし,4.0,4.0,8.519692404116538
凄かっ,8.0,8.0,7.826545223556593
Blog,26.0,22.0,6.814944311878113
imes,1.0,1.0,9.90598676523643
いちご畑でつかまえて,1.0,1.0,9.90598676523643
Berryz工房,2.0,2.0,9.212839584676484
大瀧詠一,1.0,1.0,9.90598676523643
感嘆,10.0,10.0,7.603401672242383
戦隊もの,1.0,1.0,9.90598676523643
Bing,1.0,1.0,9.90598676523643
プロバイダー,6.0,5.0,8.296548852802328
下方,7.0,5.0,8.296548852802328
IE8,2.0,2.0,9.212839584676484
Internet,2.0,2.0,9.212839584676484
297,1.0,1.0,9.90598676523643
Exlorer,1.0,1.0,9.90598676523643
虫メガネ,1.0,1.0,9.90598676523643
アドレスバー,2.0,2.0,9.212839584676484
Ptype,1.0,1.0,9.90598676523643
125m,1.0,1.0,9.90598676523643
ブラックモデル,3.0,3.0,8.80737447656832
コネネクタ,1.0,1.0,9.90598676523643
Pin,1.0,1.0,9.90598676523643
モバイルバッテリー,40.0,13.0,7.341037407774893
output,2.0,2.0,9.212839584676484
輝度,39.0,27.0,6.6101498992321
~,35.0,12.0,7.421080115448429
ハンディ,9.0,8.0,7.826545223556593
255g,1.0,1.0,9.90598676523643
悪しからず,2.0,2.0,9.212839584676484
バースデーケーキ,2.0,2.0,9.212839584676484
お誕生日おめでとう,1.0,1.0,9.90598676523643
ショートケーキ,20.0,9.0,7.708762187900209
日用,1.0,1.0,9.90598676523643
303,47.0,44.0,6.121797131318168
中国製,2.0,2.0,9.212839584676484
30km,3.0,3.0,8.80737447656832
ノキア,8.0,7.0,7.960076616181116
タッチスクリーン,19.0,12.0,7.421080115448429
鴻海,1.0,1.0,9.90598676523643
人件費,9.0,6.0,8.114227296008375
広まろ,1.0,1.0,9.90598676523643
Asha,4.0,2.0,9.212839584676484
精密機器,5.0,5.0,8.296548852802328
Angry_Birds,2.0,2.0,9.212839584676484
市街地,5.0,4.0,8.519692404116538
インド製,11.0,3.0,8.80737447656832
衣料品,2.0,2.0,9.212839584676484
発展途上国,7.0,6.0,8.114227296008375
沿岸部,2.0,2.0,9.212839584676484
チェンナイ,1.0,1.0,9.90598676523643
日本円,17.0,14.0,7.26692943562117
納入,2.0,2.0,9.212839584676484
